word,clue,is_technical_word,is_common_english,is_plural,categories,obscure
COCKIELEEKIE,"A type of pie filled with a mixture of meat, onions, and seasonings.",False,True,False,"food,dish,poultry,vegetables,onion",False
COCKIER,"Growing more conceited, like a proud rooster.",False,True,False,"adjective,animal-related,confidence-related",False
COCKIES,"A baker's delight, not meant to drive",False,True,False,"food,treat,baking,snack",False
COCKIEST,"Proudest, most arrogant",False,True,False,"adjective,slang",False
COCKILY,"Acting with confidence, even in a foolish way",False,True,False,"adverb,mood,state_of_mind",False
COCKINESS,Brash overconfidence,False,True,False,"animal,behavior",False
COCKING,"The act of preparing a gun for firing, or a sport similar to tennis played with the hand",False,True,False,"weapons,sports",False
COCKISHLY,Adverb meaning in a cocky manner,False,True,False,"adverbs,language,words",False
COCKISHNESS,"Behaving in an arrogant, self-important manner",False,True,False,"adjectives,social_behavior",False
COCKLE,"A type of shellfish often found in coastal waters, not to be confused with a rooster's call.",False,True,False,"noun,seafood,mollusk",False
COCKLEBUR,Prickly weed whose burrs cling to clothing,False,True,False,"plant,noun,botanical,weed",False
COCKLED,"Feeling annoyed or irritated, like a bird pecking at something",False,True,False,"adjective,emotions",False
COCKLER,"One who collects cockles, perhaps",False,True,False,"occupation,seafood,gathering",False
COCKLES,What's a marine mollusk that might be found in a shell game,False,True,True,"seafood,marine life,mollusks,plural,noun",False
COCKLESHELL,"A small, fast boat, like a cockle shell.",False,True,False,"boat,nautical,small,fast",False
COCKLESHELLS,Small ribbed shells found along the seashore,False,True,True,"vehicles,nautical,emotions",False
COCKLET,Young male chicken not yet a full rooster,False,True,False,"animal,noun,poultry",False
COCKLEWIFE,"An old term for a young, unmarried woman",False,True,False,"archaic,language,gender",False
COCKLOFTS,What do you find above a rooster's head,False,True,True,"architecture,animals",False
COCKLY,"Acting in an arrogant, self-assured manner",False,True,False,"adjective,behavioral",False
COCKMATCH,A rooster's perfect pair,False,True,False,"animals,comparative,cock,match",False
COCKNEIAN,One who speaks in the dialect of London's East End,False,True,False,"language,dialect,English,UK,geographic",False
COCKNEITY,A slang term for someone from Cockney East London,False,True,False,"ethnicities,slang,geographical",False
COCKNEY,"A person from London's East End, known for their unique accent and slang",False,True,False,"people,culture,language",False
COCKNEYBRED,Raised in the working-class streets of London,False,True,False,"people,culture,london",False
COCKNEYDOM,A place where cockney rhyming slang reigns supreme,False,True,False,"geography,language,culture",False
COCKNEYESE,"A dish made from chicken, often served cold",False,True,False,"food,cuisine,dish,chicken",False
COCKNEYESS,"Like the accent, not the bird's name",False,True,False,"language,dialect",False
COCKNEYFY,"To make something sound like it's from London, in a certain dialect",False,True,False,"verb,languages,dialects,UK",False
COCKNEYISH,Resembling the speech or manners of London's East End,False,True,False,"adjectives,language,culture",False
COCKNEYISHLY,"Like a Londoner's speech, this adverb describes a certain way of speaking",False,True,False,"adverbs,language,regional",False
COCKNEYISM,A characteristic or expression typical of London's East End residents,False,True,False,"language,regional,social,culture",False
COCKNEYIZE,"When a word takes on a distinct East London accent, it's been...",False,True,False,"language,slang,dialects",False
COCKNEYLAND,Informal name for London's East End and its culture,False,True,False,"geography,language,social",False
COCKNEYLIKE,Resembling a Cockney in speech or character,False,True,False,"adjectives,language",False
COCKNEYS,"Londoners, informally known as this, are often associated with this word in a plural form",False,True,True,"people,cities,slang,nicknames",False
COCKNEYSHIP,"What's in a name A strong accent and dialect, perhaps",False,True,False,"language,culture,social,accent,dialect",False
COCKPADDLE,"A silly or incompetent person, often used in plural form",False,True,True,"slang,idiot,derogatory",False
COCKPIT,"Where the pilot sits, like a bird's nest",False,True,False,"noun,aviation,vehicle",False
COCKPITS,"Where pilots steer their craft, in plural form.",False,True,True,"aviation,navigation,vehicles",False
COCKROACH,"A pest that scurries about, often found in unsanitary conditions.",False,True,False,"insect,pest,household,unwanted,disease,crawling,creepy",False
COCKROACHES,"They scurry in the dark, often a household pest.",False,True,True,"insects,pests,household,bugs,crawling,creepy",False
COCKS,Heads that crow without being hens,False,True,True,"bird,animal,poultry",False
COCKSCOMB,"A bird with a distinctive comb on its head, often seen strutting around.",False,True,False,"bird,nature,feathers",False
COCKSCOMBED,"Like a rooster's crest, this adjective describes someone with unruly, disheveled hair.",False,True,False,"adjective,disheveled,hair,description",False
COCKSCOMBS,Fleshy red crests atop roosters' heads,False,True,False,"bird,nature,animals,vocabulary",False
COCKSFOOT,"A bird's footprint, or a plant with three leaves",False,True,False,"nature,botany,ornithology",False
COCKSHIES,Fairground throws aimed at a target for prizes,False,True,False,"game,sport",False
COCKSHUT,"A bird's home, shut to all but its proud cock",False,True,False,"animals,nouns,singular,words,ending,in,-t",False
COCKSHUTS,What keeps roosters in line,False,True,True,"agriculture,animals,farm,rooster",False
COCKSHY,"A target, often used to protect oneself from bullets.",False,True,False,"noun,target,protection,archery",False
COCKSHYING,Throwing objects at a fairground target,False,True,False,"noun,archaic,English",False
COCKSPARROW,Male house sparrow,False,True,False,"bird,noun",False
COCKSPUR,Sharp bony projection on a rooster's leg,False,True,False,"bird,nature,weapon",False
COCKSPURS,"Birds that walk, run, and fly, but these are a plant's prickly defense.",False,True,True,"nature,botany,birds,plants,weapons",False
COCKSURE,"Confident, self-assured, and perhaps a bit arrogant.",False,True,False,"adjective,confidence,attitude",False
COCKSURELY,"Confidently, like a rooster crowing",False,True,False,"adverb,confidence,positive,cocky",False
COCKSURENESS,Confidence that brooks no doubt or challenge,False,True,False,"adjectives,confidence,ego,personality",False
COCKSURETY,"Confident and self-assured, this word ends in 'ty'.",False,True,False,"adjective,confidence,ego,self-assurance",False
COCKSWAIN,"The captain of a boat, not to be confused with a bird's tail",False,True,False,"nautical,maritime,captain,ship,boat",False
COCKTAIL,"A mixed drink, not just for cats!",False,True,False,"drink,alcohol,bars,catering,party,mixology",False
COCKTAILED,"A cocktail party, but in past tense",False,True,False,"drinks,past,tense,party",False
COCKTAILING,The process of mixing multiple ingredients to create a delicious drink,False,True,False,"drinks,alcohol,mixing,ingredients",False
COCKTAILS,What do you mix to make a party lively,False,True,True,"drinks,party,alcohol,bartending",False
COCKUP,"A confusing situation, like a mix-up",False,True,False,"noun,social-error,slang",False
COCKUPS,Blunders or badly botched mistakes,False,True,True,"plural,sleeping,roosters,chickens,poultry",False
COCKWEED,"A plant that's not afraid to stand tall, even if it's a bit of a show-off.",False,True,False,"botany,noun,flora,plant",False
COCKY,"He thinks he's top dog, but is it just hot air",False,True,False,"adjective,personality,confidence,attitude",False
COCLE,Small edible saltwater mollusk,False,True,False,"animal,sound",False
COCO,"'Cocoa' without the 'co', you might be in a tropical paradise",False,True,False,"food,drink,chocolate",False
COCOA,A bean with a sweet tooth,False,True,False,"food,agriculture,chocolate,crops",False
COCOACH,"A person who trains or gives advice to others, especially athletes",False,True,False,"noun,person,training,education,sports",False
COCOANUT,"A nut that's not really a nut, but grows on trees",False,True,False,"fruit,nut,tropical,plant",False
COCOANUTS,Large hairy-husked tropical fruits of the palm,False,True,True,"fruit,nut,misleading_names",False
COCOAS,A type of nut often enjoyed in desserts.,False,True,True,"food,nut,dessert,chocolate",False
COCOAWOOD,A type of tropical hardwood used in furniture making.,False,True,False,"wood,hardwood,furniture,timber,forestry,construction,interior_design,exotic_woods,tropical_plants",False
COCOBOLA,Dense Central American hardwood prized for fine woodworking,False,True,False,"fruit,names,oddities",False
COCOBOLAS,"What tropical fruits have a husk and a sweet, white interior",False,True,True,"fruit,tropical,plant",False
COCODETTE,A chicken who's coq in the street,False,True,False,"animal,cooking,fowl,gallus gallus domesticus",False
COCOMAT,"A type of tropical storm with winds less than a hurricane, but more than a strong breeze",False,True,False,"weather,tropical,meteorology,naming,scientific",False
COCOMATS,What do you call a group of cocomats,False,True,True,"clothing,plurals,nicknames",False
COCONINO,"A county in Arizona, where the 'o's are counties too!",False,True,False,"geography,numerals",False
COCONSPIRATOR,"A person who secretly plans with others to commit a crime, often found in pairs",False,True,False,"noun,crime,surveillance,courtroom,legal",False
COCONTRACTOR,A contractor who works closely with others,False,True,False,"business,construction,contracting",False
COCONUCAN,"A tropical fruit with a brown husk, often used in desserts or drinks.",False,True,False,"fruit,tropical,ingredient,dessert",False
COCONUCO,"A tropical fruit with a hairy outer shell, often used in drinks and desserts.",False,True,False,"fruit,tropical,drink,dessert,cuisine",False
COCONUT,A tree bearing this fruit is often found near water's edge,False,True,False,"fruit,tree,nut",False
COCONUTS,"A tropical fruit that grows in bunches, often used for drinks and desserts.",False,True,True,"fruit,tropical,food,drink,desert",False
